0 4.78329
1 4.78329
2 4.78329
3 4.78329
4 3.77318
5 5.99994
6 5.99994
7 5.99994
8 5.99994
9 5.99994
10 5.99994
11 5.99994
12 5.99994
13 5.99994
14 5.99994
15 5.99994
16 5.99994
17 5.99994
18 5.99994
19 5.99994
20 5.99994
21 5.99994
22 5.99994
23 5.99994
24 5.99994
25 5.99994
26 5.99994
27 5.99994
28 5.99994
29 5.99994
30 5.99994
31 5.99994
32 5.99994
33 5.99994
34 5.99994
35 5.99994
36 5.99994
37 5.99994
38 5.99994
39 5.99994
40 5.99994
41 5.99994
42 5.99994
43 5.99994
44 5.99994
45 5.99994
46 5.99994
47 5.99994
48 5.99994
49 5.99994
50 5.99994
51 5.99994
52 5.99994
53 5.99994
54 5.99994
55 5.99994
56 5.99994
57 5.99994
58 5.99994
59 5.99994
60 5.99994
61 5.99994
62 5.99994
63 5.99994
64 5.99994
65 5.99994
66 5.99994
67 5.99994
68 5.99994
69 5.99994
70 5.99994
71 5.99994
72 5.99994
73 5.99994
74 5.99994
75 5.99994
76 5.99994
77 5.99994
78 5.99994
79 5.99994
80 5.99994
81 5.99994
82 5.99994
83 5.99994
84 5.99994
85 5.99994
86 5.99994
87 5.99994
88 5.99994
89 5.99994
90 5.99994
91 5.99994
92 5.99994
93 5.99994
94 5.99994
95 5.99994
96 5.99994
97 5.99994
98 5.99994
99 5.99994
100 5.99994
